"","score","text"
"2119",0,"birthday frappuccinos daughter demigorgon pennywise vampire mixed"
"2120",1,"beautiful voice ichra bazaar lah"
"2121",0,"bacon gouda egg sandwich mankinds biggest yummiest invention"
"2122",2,"grande surface cleaner frappuccino nonfat easy whip extra urnex sprinkles cookie straw blended"
"2123",1,"thank morning meet"
"2124",0,"lucky blue ribbon restaurant especially gangster"
"2125",0,"hello time computer session please remember maintain wear"
"2126",1,"happy birthday piper"
"2127",1,"target runs favorite seasonal blend buy amazon"
"2128",1,"happy birthday piper"
"2129",0,"reveal mug ornaments"
"2130",4,"thank super lovely staff brislington bristol drive thru friendly servi"
"2131",0,"gotta"
"2132",0,"calderon mexican born dea front line agent explained chinese gangs bring fentanyl mexican"
"2133",0,"reveal mug ornaments"
"2134",0,"reveal mug ornaments"
"2135",0,"one favorite fall beverages"
"2136",0," venti sizes please explain"
"2137",0,"twizzlers pics night set editing"
"2138",0," venti sizes please explain"
"2139",0,"petersburg florida july"
"2140",0,"reveal mug ornaments"
"2141",0,"reveal mug ornaments"
"2142",2,"every saturday super super miles massive"
"2143",1,"share check items loving"
"2144",1,"share check items loving"
"2145",1,"thank attended trunk treat event spooktacular evening vehicles decorated"
"2146",1,"share check items loving"
"2147",0,"yall remember committed raising awareness racial equality guys mercur"
"2148",-1,"candy corn cold brew"
"2149",0,"lady text saying starting perks dating barista"
"2150",0,"copycat cookbook"
"2151",0,"lucky blue ribbon restaurant especially gangster"
"2152",-1,"puppaccino chilly morning olympia"
"2153",0,"lucky blue ribbon restaurant especially gangster"
"2154",0,"calderon mexican born dea front line agent explained chinese gangs bring fentanyl"
"2155",0,"caramel ribbon crunch life extra crunch caramel sauce"
"2156",0,"mine vanilla cream frap caramel drizzle upside"
"2157",1,"share check items loving"
"2158",0,"lucky blue ribbon restaurant especially gangster"
"2159",0,"transform pitcher"
"2160",0,"rehab finally person time march pumpkin spice"
"2161",0,"friends barista planet"
"2162",0,"vanilla bean frappuccino caramel drizzle ham swiss croissant pink cake pop"
"2163",1,"business booming rewarded snack trenta pumpkin creme cold brew amazing guess"
"2164",0,"parking lot"
"2165",-1," candy corn cold brew"
"2166",0,"lucky blue ribbon restaurant especially gangster"
"2167",-1,"candy corn cold brew"
"2168",0,"lucky blue ribbon restaurant especially gangster"
"2169",0,"tiktok iced white mocha time"
"2170",0,"gettin road"
"2171",0,"time"
"2172",0,"time"
"2173",-1,"hey reach regarding stealing money preloaded card"
"2174",0,"walk cafe mermaid drip look eyes realize morning sip"
"2175",0,"testing vegan breakfast sandwiches store near seattle"
"2176",1,"share check items loving"
"2177",0,"lucky blue ribbon restaurant especially gangster"
"2178",0,"lucky blue ribbon restaurant especially gangster"
"2179",0,"lucky blue ribbon restaurant especially gangster"
"2180",0,"reading train"
"2181",0,"lucky blue ribbon restaurant especially gangster"
"2182",2,"get free gift cards link free gift cards"
"2183",0,"china  gingerbread glass  straw"
"2184",0,"come listen morning learn gift cards"
"2185",-1,"run outta cold outside"
"2186",1,"love eggnoggy buy eggnog  season run"
"2187",0,"lucky blue ribbon restaurant especially gangster"
"2188",-1,"problem solved thanks team"
"2189",0,"just picked week espresso"
"2190",0,"lucky blue ribbon restaurant especially gangster"
"2191",1,"drinking eating impressed gotten soooo watch"
"2192",0,"saturday morning selfie"
"2193",3,"prize draw enter prize draw win gift card halloween coming"
"2194",0,"lucky blue ribbon restaurant especially gangster"
"2195",-1,"time pumpkin spice dismal day"
"2196",0,"lucky blue ribbon restaurant especially gangster"
"2197",0,"lucky blue ribbon restaurant especially gangster"
"2198",0,"lucky blue ribbon restaurant especially gangster"
"2199",-1,"saturday october boycott"
"2200",2,"one premium houses world popular top"
"2201",0,"lucky blue ribbon restaurant especially gangster"
"2202",1,"friends true iced macchiato mixed convenient perso"
"2203",0,"shots shots shots"
"2204",0,"come listen morning learn gift cards wel"
"2205",0,"lucky blue ribbon restaurant especially gangster"
"2206",0,"lucky blue ribbon restaurant especially gangster"
"2207",0,"lucky blue ribbon restaurant especially gangster"
"2208",0,"aficionado"
"2209",0,"lucky blue ribbon restaurant especially gangster"
"2210",0,"aficionado"
"2211",0,"lucky blue ribbon restaurant especially gangster"
"2212",1,"come join hop chance win"
"2213",0,"hulk preference info"
"2214",0,"lucky blue ribbon restaurant especially gangster"
"2215",1,"rainy day hot green tea  combo"
"2216",0,"lucky blue ribbon restaurant especially gangster"
"2217",0,"helps look titans business industry instance"
"2218",0," kept seeing animal butt accidentally purpose pouring"
"2219",0,"lucky blue ribbon restaurant especially gangster"
"2220",0,"lucky blue ribbon restaurant especially gangster"
"2221",0,"love chill vlog trip assignments etc via"
"2222",0,"day solution app reset password request sent"
"2223",0,"sale dishwash"
"2224",0,"attention don miss amazing promo vote vonne"
"2225",0,"weekly caffeine dose"
"2226",2,"caramel apple spice recipe perfect warm cozy fall "
"2227",1,"feel autumn vibes delicious warming pumpkin spiced "
"2228",-1,"sbux day moving average broke day moving average august view odds"
"2229",0,"lucky blue ribbon restaurant especially gangster"
"2230",1,"share check items loving"
"2231",0,"lucky blue ribbon restaurant especially gangster"
"2232",0,"attention don miss amazing promo vote vonne"
"2233",0,"tell till drive thru sign"
"2234",0,""
"2235",2,"likes personalized costs follow instagram"
"2236",0,"lucky blue ribbon restaurant especially gangster"
"2237",0,"saturday treat yummy stop medium extra"
"2238",0,"sale tall  rising"
"2239",0,""
"2240",0,"lucky blue ribbon restaurant especially gangster"
"2241",0,"reveals changed world"
"2242",0,"introduces fall favorite latke spice "
"2243",1,"share check items loving"
"2244",0,"lucky blue ribbon restaurant especially gangster"
"2245",-3,"shady shady shady corporate makes recycling bins lobby green"
"2246",0,"green brand created premium experience"
"2247",0,"attention don miss amazing promo vote vonne"
"2248",0,""
"2249",0,"like self certification process joke"
"2250",1,"share check items loving"
"2251",0,"lucky blue ribbon restaurant especially gangster"
"2252",0,"lucky blue ribbon restaurant especially gangster"
"2253",1,"share check items loving"
"2254",0,"jacket closets liam paynes depop pocket jacket receipts"
"2255",0,"lucky blue ribbon restaurant especially gangster"
"2256",0,"lucky blue ribbon restaurant especially gangster"
"2257",0,"lucky blue ribbon restaurant especially gangster"
"2258",0,"lucky blue ribbon restaurant especially gangster"
"2259",0,"lucky blue ribbon restaurant especially gangster"
"2260",0,"lucky blue ribbon restaurant especially gangster"
"2261",0,"measured life spoons"
"2262",1,"scavenger hunt winners"
"2263",0,"attention don miss amazing promo vote vonne"
"2264",1,"stream positions ariana grande free"
"2265",1,"share check items loving"
"2266",1,"come join hop chance win"
"2267",0,"time cut class snuck"
"2268",1,"reason audible boop sound barista scanned payment app hours ago"
"2269",0,"attention don miss amazing promo vote vonne"
"2270",1,"come join hop jaynetownsley chance win"
"2271",1,"plenty customers serving generous lending partner realizing"
"2272",1,"come join hop chance win"
"2273",1,"donot granted freedoms vote blue vote"
"2274",0,"attention don miss amazing promo vote vonne"
"2275",0,"earnings calendar oct oct tech giant oil financials"
"2276",0,"earnings calendar oct oct tech giant oil financials"
"2277",0,"earnings calendar oct oct tech giant oil financials"
"2278",1,"share check items loving"
"2279",0,"attention don miss amazing promo vote vonne"
"2280",0,"start day"
"2281",0,"shoutout keeping awake college yall"
"2282",0,"dog tone mug shop"
"2283",1,"come join hop chance win"
"2284",0,"oct grown size recent banished"
"2285",1,"karen  blm white woman disrespects black employee pull trump mask"
"2286",1,"come join hop chance win"
"2287",-1,"felt caught cheating card pay"
"2288",0,"dog tone mug shop"
"2289",2,"thank shhs pto treating teachers week fun surprise mail"
"2290",-1," moment makes crack quip music jukebox jury"
"2291",-1,"closing toronto locals worrying future economy"
"2292",0,"attention don miss amazing promo vote vonne"
"2293",0,"vigilante justice truth controllin"
"2294",0,"attention don miss amazing promo vote vonne"
"2295",1,"come join hop chance win"
"2296",0,"attention don miss amazing promo vote vonne"
"2297",0,"attention don miss amazing promo vote vonne"
"2298",1,"come join hop chance win"
"2299",-1,"fall essentials"
"2300",0," job interview look"
"2301",0,"rest life cash"
"2302",1,"check rose gold stainless steel cold  black straw via"
"2303",0,"red  etsy"
"2304",0,"attention don miss amazing promo vote vonne"
"2305",1,"thank"
"2306",1,"get nice expression"
"2307",-1,"closing toronto locals worrying future economy"
"2308",0,"attention don miss amazing promo vote vonne"
"2309",0,"posted world war brewing instagram story guy post slide followed rig"
"2310",0,"attention don miss amazing promo vote vonne"
"2311",0,"app buy egift cards using mastercard egc"
"2312",-1,"try unnoticed"
"2313",0,"attention don miss amazing promo vote vonne"
"2314",1,"love occassionally caffee nero dunks"
"2315",0,"attention don miss amazing promo vote vonne"
"2316",-1," moment makes crack quip music jukebox jury"
"2317",-1,"closing toronto locals worrying future economy"
"2318",-1,"closing toronto locals worrying future economy"
"2319",0,"forget local pub called yonge finch money bought"
"2320",1,"come join hop chance win"
"2321",1,"come join hop chance win"
"2322",0,"attention don miss amazing promo vote vonne"
"2323",0,"attention don miss amazing promo vote vonne"
"2324",-1," tea mug waiting"
"2325",0," little rock star aced week kindergarten treat mama"
"2326",-1," tea mug waiting"
"2327",0,"check mug    black red ornaments via"
"2328",0,"drive thru person wearing blue lives mater mask"
"2329",0,"attention don miss amazing promo vote vonne"
"2330",0,"spread word"
"2331",0,"attention don miss amazing promo vote vonne"
"2332",0,"attention don miss amazing promo vote vonne"
"2333",0,"gracias"
"2334",0,"attention don miss amazing promo vote vonne"
"2335",0,"spread word"
"2336",1,"endorsed dowhatwedo artist gotsaa"
"2337",-1,"moment makes crack quip music jukebox"
"2338",1,"come join hop chance win"
"2339",1,"pumpkin spice lush"
"2340",0,"spread word"
"2341",0,"little rock star aced week kindergarten treat mam"
"2342",0,"spread word"
